id,subject,created_at,trial_num,reading_time,correct_response,paragraph_type,response_time,highlight_speed,is_dyslexic,is_eng_main,is_from_phone,age
32,027977c7-50e9-450c-91b2-5989706074f5,2023-10-12 17:13:34.916396+00,8,14.8071355819702,false,highlighted,0.703824758529663,4.5,false,true,true,25
33,027977c7-50e9-450c-91b2-5989706074f5,2023-10-12 17:13:35.119676+00,9,11.9891500473022,true,plain,0.54616904258728,4.5,false,true,true,25
34,027977c7-50e9-450c-91b2-5989706074f5,2023-10-12 17:13:35.320477+00,10,10.752701997757,true,plain,5.73684334754944,4.5,false,true,true,25
35,027977c7-50e9-450c-91b2-5989706074f5,2023-10-12 17:13:35.750701+00,11,13.6700036525726,true,highlighted,0.666049242019653,4.5,false,true,true,25
36,027977c7-50e9-450c-91b2-5989706074f5,2023-10-12 17:13:35.962867+00,12,10.7523596286774,true,plain,0.535233020782471,4.5,false,true,true,25
37,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:40.106697+00,1,26.2033708095551,true,plain,0.854304552078247,4,false,true,false,28
38,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:41.361432+00,2,11.9983053207397,true,plain,1.26906728744507,4,false,true,false,28
39,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:41.866653+00,3,19.0555486679077,true,highlighted,0.687438488006592,4,false,true,false,28
40,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:42.30613+00,4,18.4547302722931,true,plain,0.961732149124146,4,false,true,false,28
41,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:42.883013+00,5,16.0135488510132,true,highlighted,0.483181476593018,4,false,true,false,28
42,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:43.089375+00,6,15.5269658565521,true,highlighted,0.619017601013184,4,false,true,false,28
43,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:43.58336+00,7,11.2733709812164,true,plain,6.71318125724792,4,false,true,false,28
44,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:44.082602+00,8,16.1488308906555,true,highlighted,0.488703966140747,4,false,true,false,28
45,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:45.287144+00,9,17.7210099697113,true,highlighted,4.44336342811584,4,false,true,false,28
46,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:47.523893+00,10,13.6171772480011,true,plain,0.480048894882202,4,false,true,false,28
47,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:48.067815+00,11,15.3597095012665,true,highlighted,0.374304056167603,4,false,true,false,28
48,942c1b6a-76e1-47dc-9a81-67c27b5d3780,2023-10-12 17:22:48.491866+00,12,13.3259081840515,true,highlighted,0.842536687850952,4,false,true,false,28
49,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:28.569449+00,1,15.9624490737915,false,plain,8.29846858978271,4.25,true,false,true,35
50,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:29.080593+00,2,93.7383561134338,true,highlighted,3.1033034324646,4.25,true,false,true,35
51,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:29.62718+00,3,17.6237988471985,true,plain,1.2188675403595,4.25,true,false,true,35
52,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:30.138644+00,4,27.6085855960846,true,plain,6.19404983520508,4.25,true,false,true,35
53,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:30.341062+00,5,18.7386827468872,false,highlighted,1.39408540725708,4.25,true,false,true,35
54,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:30.55458+00,6,40.0500202178955,true,plain,0.782407522201538,4.25,true,false,true,35
55,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:31.088923+00,7,31.4919166564941,true,plain,0.619980335235596,4.25,true,false,true,35
56,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:31.273942+00,8,11.5045516490936,true,highlighted,0.603939056396484,4.25,true,false,true,35
57,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:31.785736+00,9,26.1464016437531,false,plain,1.09613513946533,4.25,true,false,true,35
58,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:32.268437+00,10,17.5486669540405,true,highlighted,1.30719757080078,4.25,true,false,true,35
59,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:32.772277+00,11,15.6584730148315,true,plain,5.32151651382446,4.25,true,false,true,35
60,b328e05f-8587-4c84-b7de-4a5a66a80ae8,2023-10-13 08:46:32.966369+00,12,21.9468431472778,true,plain,2.92039775848389,4.25,true,false,true,35
61,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:25.178603+00,1,24.522084236145,true,plain,0.468987703323364,5,false,false,false,24
62,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:25.692131+00,2,20.1240720748901,true,highlighted,6.20361924171448,5,false,false,false,24
63,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:26.189172+00,3,24.6396350860596,false,highlighted,5.67430973052979,5,false,false,false,24
64,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:26.401252+00,4,22.6776823997498,false,plain,15.1647219657898,5,false,false,false,24
65,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:26.905829+00,5,11.6232776641846,true,highlighted,0.44077205657959,5,false,false,false,24
66,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:27.121854+00,6,10.012335062027,true,plain,1.25537323951721,5,false,false,false,24
67,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:27.627172+00,7,16.3340356349945,false,highlighted,6.6488025188446,5,false,false,false,24
68,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:28.131529+00,8,23.3487498760223,true,highlighted,6.87882518768311,5,false,false,false,24
69,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:28.659108+00,9,10.2640566825867,true,plain,2.12203598022461,5,false,false,false,24
70,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:29.218566+00,10,12.6404221057892,true,highlighted,0.351120471954346,5,false,false,false,24
71,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:29.718518+00,11,16.3722512722015,true,highlighted,0.490298271179199,5,false,false,false,24
72,a270688b-c0e2-4f30-be18-172671ed1931,2023-10-13 16:35:30.206278+00,12,8.43473291397095,true,plain,0.51968789100647,5,false,false,false,24
73,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:26.624384+00,1,15.5469088554382,true,plain,1.45097160339355,2.75,false,false,false,24
74,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:27.132486+00,2,26.8330893516541,true,highlighted,2.16946458816528,2.75,false,false,false,24
75,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:27.330312+00,3,27.125833272934,true,highlighted,6.8586573600769,2.75,false,false,false,24
76,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:27.834447+00,4,18.3270411491394,true,plain,3.88179516792297,2.75,false,false,false,24
77,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:28.037877+00,5,14.0312676429749,false,plain,1.11431241035461,2.75,false,false,false,24
78,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:28.5855+00,6,23.3452162742615,true,highlighted,1.23004698753357,2.75,false,false,false,24
79,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:28.788203+00,7,17.4200694561005,true,highlighted,3.66837453842163,2.75,false,false,false,24
80,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:29.34402+00,8,20.173273563385,true,plain,2.37084722518921,2.75,false,false,false,24
81,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:29.547899+00,9,23.2467937469482,true,highlighted,2.5586462020874,2.75,false,false,false,24
82,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:29.762778+00,10,16.8916447162628,true,highlighted,1.05047464370728,2.75,false,false,false,24
83,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:30.265962+00,11,19.7623207569122,true,plain,1.84205770492554,2.75,false,false,false,24
84,124a2f0e-beb6-45ca-937a-2a9d53f2cc04,2023-10-13 16:42:30.77178+00,12,22.1174395084381,true,highlighted,1.02123141288757,2.75,false,false,false,24
85,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:16.768403+00,1,15.9279494285583,true,plain,2.7401123046875,3.25,false,false,false,26
86,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:17.307332+00,2,21.3597028255463,true,plain,10.1567080020905,3.25,false,false,false,26
87,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:17.809262+00,3,20.8065962791443,true,highlighted,0.997918605804443,3.25,false,false,false,26
88,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:18.323407+00,4,25.0722234249115,true,plain,0.50791072845459,3.25,false,false,false,26
89,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:18.851819+00,5,22.321839094162,false,plain,1.95103049278259,3.25,false,false,false,26
90,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:19.063976+00,6,21.6649553775787,true,highlighted,1.42600798606873,3.25,false,false,false,26
91,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:19.577936+00,7,38.6854679584503,true,plain,10.571218252182,3.25,false,false,false,26
92,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:20.078438+00,8,14.7361006736755,true,plain,0.875046253204346,3.25,false,false,false,26
93,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:20.31716+00,9,19.8054690361023,true,highlighted,0.434253215789795,3.25,false,false,false,26
94,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:20.840071+00,10,21.3981153964996,true,highlighted,6.25542688369751,3.25,false,false,false,26
95,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:21.049055+00,11,14.9317739009857,true,plain,1.51686573028564,3.25,false,false,false,26
96,5c04fd11-89f1-4d5e-8141-d219ac4b8731,2023-10-13 16:44:21.551758+00,12,27.111926317215,false,highlighted,10.2051277160645,3.25,false,false,false,26
97,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:44.348911+00,1,8.45033836364746,true,plain,5.5895516872406,4,false,true,false,25
98,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:44.839653+00,2,13.6897954940796,true,highlighted,0.640482902526855,4,false,true,false,25
99,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:45.35098+00,3,14.3650531768799,true,highlighted,0.298609018325806,4,false,true,false,25
100,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:45.846709+00,4,33.2748441696167,true,plain,0.599247694015503,4,false,true,false,25
101,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:46.048184+00,5,18.984738111496,true,plain,2.97286462783813,4,false,true,false,25
102,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:46.235072+00,6,15.3782620429993,false,highlighted,4.47625637054443,4,false,true,false,25
103,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:46.419478+00,7,14.5863857269287,true,highlighted,0.352094650268555,4,false,true,false,25
104,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:46.943461+00,8,17.5460345745087,true,plain,0.581157922744751,4,false,true,false,25
105,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:47.43775+00,9,12.8565969467163,true,highlighted,1.50536489486694,4,false,true,false,25
106,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:47.64204+00,10,15.1922726631165,true,highlighted,0.600695371627808,4,false,true,false,25
107,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:48.114465+00,11,5.55607652664185,true,plain,0.442348957061768,4,false,true,false,25
108,75055d4f-ceb9-405c-a0a9-f3e2e8d711a1,2023-10-14 09:20:48.668087+00,12,12.1896407604218,true,plain,0.823125839233398,4,false,true,false,25
109,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:12.068239+00,1,20.9164392948151,true,plain,0.611793518066406,3.75,false,false,false,28
110,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:12.600717+00,2,16.6425504684448,true,highlighted,1.58753681182861,3.75,false,false,false,28
111,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:13.092395+00,3,15.1546392440796,true,highlighted,2.1670081615448,3.75,false,false,false,28
112,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:13.316574+00,4,24.5500631332397,true,plain,4.05504536628723,3.75,false,false,false,28
113,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:13.80102+00,5,21.1310036182404,true,plain,3.3081111907959,3.75,false,false,false,28
114,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:13.994945+00,6,15.7862379550934,true,highlighted,4.62688398361206,3.75,false,false,false,28
115,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:14.181649+00,7,21.6558883190155,true,plain,3.02034044265747,3.75,false,false,false,28
116,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:14.379702+00,8,26.0572366714478,true,highlighted,0.751378774642944,3.75,false,false,false,28
117,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:14.864253+00,9,12.6146903038025,true,plain,0.855911016464233,3.75,false,false,false,28
118,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:15.067101+00,10,16.6669137477875,true,highlighted,3.02542090415955,3.75,false,false,false,28
119,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:15.557608+00,11,14.9507617950439,true,highlighted,1.21561050415039,3.75,false,false,false,28
120,a873f530-357c-43ea-a0c5-fee98acc6b00,2023-10-14 10:36:16.094352+00,12,10.5666635036469,true,plain,1.86662197113037,3.75,false,false,false,28
121,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:27.438036+00,1,9.72269082069397,true,plain,0.669981002807617,3.5,true,true,true,27
122,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:28.047733+00,2,13.7579367160797,true,highlighted,0.552371025085449,3.5,true,true,true,27
123,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:28.590334+00,3,11.4073202610016,true,plain,1.55960297584534,3.5,true,true,true,27
124,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:29.077806+00,4,15.0792260169983,true,highlighted,2.58488583564758,3.5,true,true,true,27
125,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:29.624937+00,5,13.1538569927216,true,plain,0.444887399673462,3.5,true,true,true,27
126,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:29.82275+00,6,10.8753614425659,true,plain,1.27918267250061,3.5,true,true,true,27
127,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:30.037385+00,7,16.5480680465698,true,highlighted,5.71658802032471,3.5,true,true,true,27
128,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:30.245366+00,8,12.945916891098,true,highlighted,1.20604395866394,3.5,true,true,true,27
129,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:30.460792+00,9,11.1695621013641,true,plain,1.66306042671204,3.5,true,true,true,27
130,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:30.942715+00,10,7.39835166931152,true,plain,2.98785305023193,3.5,true,true,true,27
131,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:31.489491+00,11,22.2884073257446,false,highlighted,0.498255729675293,3.5,true,true,true,27
132,e294c893-5834-4254-a5fa-62af2f5aa179,2023-10-15 14:14:31.97847+00,12,21.7647120952606,true,highlighted,3.67724657058716,3.5,true,true,true,27
133,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:14.612638+00,1,44.749449968338,true,highlighted,1.27460122108459,1.25,false,true,false,23
134,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:15.112114+00,2,28.2483358383179,true,plain,0.758126020431519,1.25,false,true,false,23
135,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:15.637851+00,3,17.0392141342163,false,plain,1.13981509208679,1.25,false,true,false,23
136,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:15.844595+00,4,55.7672498226166,true,highlighted,4.27358222007751,1.25,false,true,false,23
137,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:16.352104+00,5,36.037757396698,true,plain,1.28845643997192,1.25,false,true,false,23
138,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:16.56173+00,6,60.2613217830658,false,highlighted,3.38872694969177,1.25,false,true,false,23
139,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:17.079712+00,7,41.9194443225861,true,highlighted,0.615591287612915,1.25,false,true,false,23
140,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:17.60999+00,8,16.4524736404419,true,plain,0.779178142547607,1.25,false,true,false,23
141,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:17.819733+00,9,44.8789644241333,true,highlighted,0.553552389144897,1.25,false,true,false,23
142,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:18.02757+00,10,35.2366907596588,true,highlighted,0.542123317718506,1.25,false,true,false,23
143,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:18.562685+00,11,18.1944243907928,true,plain,0.598000288009644,1.25,false,true,false,23
144,9e0feea0-9991-476b-831b-0e0e6a763998,2023-10-15 14:36:19.082243+00,12,28.2862541675568,true,plain,0.780858516693115,1.25,false,true,false,23
145,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:29.353055+00,1,19.1478297710419,true,highlighted,3.85879135131836,4,false,false,true,23
146,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:29.896157+00,2,30.629070520401,false,highlighted,0.705901384353638,4,false,false,true,23
147,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:30.389973+00,3,19.4847493171692,true,plain,6.57378745079041,4,false,false,true,23
148,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:30.882334+00,4,51.3140995502472,true,plain,0.538685083389282,4,false,false,true,23
149,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:31.365043+00,5,23.0690946578979,true,highlighted,0.782198190689087,4,false,false,true,23
150,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:31.873383+00,6,28.9705505371094,true,plain,0.523595809936523,4,false,false,true,23
151,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:32.112969+00,7,36.5895974636078,true,plain,2.31261301040649,4,false,false,true,23
152,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:32.297424+00,8,15.9226281642914,true,highlighted,0.778570413589478,4,false,false,true,23
153,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:32.484191+00,9,18.1692807674408,true,highlighted,0.598093509674072,4,false,false,true,23
154,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:32.690627+00,10,30.378279209137,true,plain,3.91689586639404,4,false,false,true,23
155,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:32.88781+00,11,14.7386960983276,false,plain,3.49700427055359,4,false,false,true,23
156,25a9777f-2757-4b49-a0cb-b91d595010e9,2023-10-15 15:29:33.433151+00,12,18.6576039791107,true,highlighted,0.781115293502808,4,false,false,true,23
157,1b930b4f-c2d1-4348-826b-66204d7163d6,2023-10-15 15:33:59.324017+00,1,19.1478297710419,true,highlighted,3.85879135131836,4,false,false,true,23
158,1b930b4f-c2d1-4348-826b-66204d7163d6,2023-10-15 15:33:59.839039+00,2,30.629070520401,false,highlighted,0.705901384353638,4,false,false,true,23
159,1b930b4f-c2d1-4348-826b-66204d7163d6,2023-10-15 15:34:00.334174+00,3,19.4847493171692,true,plain,6.57378745079041,4,false,false,true,23
160,1b930b4f-c2d1-4348-826b-66204d7163d6,2023-10-15 15:34:00.86023+00,4,51.3140995502472,true,plain,0.538685083389282,4,false,false,true,23
161,1b930b4f-c2d1-4348-826b-66204d7163d6,2023-10-15 15:34:01.423022+00,5,23.0690946578979,true,highlighted,0.782198190689087,4,false,false,true,23
162,1b930b4f-c2d1-4348-826b-66204d7163d6,2023-10-15 15:34:01.636276+00,6,28.9705505371094,true,plain,0.523595809936523,4,false,false,true,23
163,1b930b4f-c2d1-4348-826b-66204d7163d6,2023-10-15 15:34:01.848468+00,7,36.5895974636078,true,plain,2.31261301040649,4,false,false,true,23
164,1b930b4f-c2d1-4348-826b-66204d7163d6,2023-10-15 15:34:02.406095+00,8,15.9226281642914,true,highlighted,0.778570413589478,4,false,false,true,23
165,1b930b4f-c2d1-4348-826b-66204d7163d6,2023-10-15 15:34:02.953078+00,9,18.1692807674408,true,highlighted,0.598093509674072,4,false,false,true,23
166,69b671f4-b599-424b-862c-1fdb4d771edd,2023-10-15 18:27:16.015253+00,1,13.1525764465332,true,highlighted,0.75128173828125,4.5,false,true,false,24
167,69b671f4-b599-424b-862c-1fdb4d771edd,2023-10-15 18:27:16.567918+00,2,12.3002912998199,true,plain,0.873978853225708,4.5,false,true,false,24
168,69b671f4-b599-424b-862c-1fdb4d771edd,2023-10-15 18:27:16.781931+00,3,11.6571044921875,true,highlighted,0.97129487991333,4.5,false,true,false,24
169,69b671f4-b599-424b-862c-1fdb4d771edd,2023-10-15 18:27:16.990494+00,4,13.1079158782959,true,highlighted,6.66541767120361,4.5,false,true,false,24
